date,chipset,product,price,pure_chipset,score,CP
2025-11-18,AMD Radeon RX9060XT-8G,[雙11任搭]藍寶石 脈動 PULSE RX9060XT GAMING OC 8GB(3290MHz/25cm/雙風扇),8888,AMD Radeon RX 9060 XT,3719,0.4184293429342934
2025-11-18,AMD Radeon RX9060XT-8G,Acer Nitro RX9060XT OC 8GB(3320MHz/27cm/雙風扇/三年保固),9990,AMD Radeon RX 9060 XT,3719,0.3722722722722723
2025-11-18,AMD Radeon RX9060XT-8G,撼訊 RX9060XT 8G-A 遊蕩者Reaper(3130MHz/22cm/雙風扇/三年保固) *MIT台灣製,9990,AMD Radeon RX 9060 XT,3719,0.3722722722722723
2025-11-18,AMD Radeon RX9060XT-8G,華擎 RX9060XT Challenger 8GB OC(3290MHz/25cm/雙風扇/註冊四年保),10290,AMD Radeon RX 9060 XT,3719,0.3614188532555879
2025-11-18,INTEL Arc B580 顯示卡,Acer Nitro ARC B580 OC 12GB(2740MHz/27cm/雙風扇/註三年),8490,Intel Arc B580,3062,0.36065959952885746
2025-11-18,AMD Radeon RX9060XT-8G,Acer Nitro RX9060XT 8GB OC White(3320MHz/27cm/雙風扇/三年保固/白),10490,AMD Radeon RX 9060 XT,3719,0.35452812202097234
2025-11-18,AMD Radeon RX9060XT-8G,藍寶石 脈動 PULSE RX9060XT GAMING OC 8GB(3290MHz/25cm/雙風扇/三年保固)金屬背板,10490,AMD Radeon RX 9060 XT,3719,0.35452812202097234
2025-11-18,INTEL Arc B580 顯示卡,Acer Nitro ARC B580 OC 12GB White(2740MHz/27cm/雙風扇/註三年),8690,Intel Arc B580,3062,0.3523590333716916
2025-11-18,INTEL Arc A770 顯示卡,ACER Predator Arc A770 16G(2400MHz/27cm/三年)Predator散熱系統 *少量,8490,Intel Arc A770,2974,0.3502944640753828
2025-11-18,INTEL Arc B570 顯示卡,Acer Nitro Intel ARC B570 OC 10GB(2690MHz/27cm/雙風扇/註三年),7690,Intel Arc B570,2645,0.3439531859557867
2025-11-18,INTEL Arc B580 顯示卡,INTEL 原廠 ARC B580 12G(2670MHz/27.2cm/雙風扇/三年保),8990,Intel Arc B580,3062,0.34060066740823136
2025-11-18,AMD Radeon RX9060XT-8G,華碩 DUAL-RX9060XT-8G(3150MHz/21cm/雙風扇/註冊四年保)金屬背板,10990,AMD Radeon RX 9060 XT,3719,0.3383985441310282
2025-11-18,INTEL Arc B580 顯示卡,華擎 ARC B580 Challenger 12G OC(2740MHz/25cm/雙風扇/註三年),9290,Intel Arc B580,3062,0.32960172228202367
2025-11-18,AMD Radeon RX9060XT-8G,撼訊 RX9060XT 8G-L/OC Hellhound 暗黑犬(3310MHz/33cm/三風扇/註冊四年保固)*MIT台灣製,11490,AMD Radeon RX 9060 XT,3719,0.3236727589208007
2025-11-18,AMD Radeon RX9060XT-8G,技嘉 RX9060XT GAMING OC 8G(3320MHz/28cm/三風扇/註冊五年保),11590,AMD Radeon RX 9060 XT,3719,0.3208800690250216
2025-11-18,AMD Radeon RX9070XT-16G,ACER NITRO RX9070XT 16G OC(3100MHz/30cm/三風扇/三年保),22990,AMD Radeon RX 9070 XT,7249,0.315311004784689
2025-11-18,AMD Radeon RX9070XT-16G,藍寶石 脈動 PULSE RX9070XT GAMING 16GB(2970MHz/32cm/三風扇)全鋁金屬背板,22990,AMD Radeon RX 9070 XT,7249,0.315311004784689
2025-11-18,AMD Radeon RX9070XT-16G,技嘉 RX9070XT GAMING 16G(2970MHz/29cm/三風扇/五年保),22990,AMD Radeon RX 9070 XT,7249,0.315311004784689
2025-11-18,AMD Radeon RX9070XT-16G,撼訊 RX9070XT 16G-A 遊蕩者(2970MHz/31cm/三風扇/三年保)*MIT台灣製,22990,AMD Radeon RX 9070 XT,7249,0.315311004784689
2025-11-18,AMD Radeon RX9070-16G,華碩 PRIME-RX9070-O16G(2610MHz/32cm/三風扇/五年保),19990,AMD Radeon RX 9070,6282,0.3142571285642821
2025-11-18,AMD Radeon RX9070-16G,華碩 PRIME-RX9070-O16G-EVO(2610MHz/32cm/三風扇/五年保),19990,AMD Radeon RX 9070,6282,0.3142571285642821
2025-11-18,AMD Radeon RX9070-16G,技嘉 RX9070 GAMING OC 16G(2700MHz/29cm/三風扇/五年保),19990,AMD Radeon RX 9070,6282,0.3142571285642821
2025-11-18,AMD Radeon RX9070-16G,華擎 RX9070 Challenger 16GB(2520MHz/29cm/三風扇/五年保),19990,AMD Radeon RX 9070,6282,0.3142571285642821
2025-11-18,AMD Radeon RX9070-16G,撼訊 RX9070 16G-A 遊蕩者Reaper(2520MHz/31cm/三風扇/三年保),19990,AMD Radeon RX 9070,6282,0.3142571285642821
2025-11-18,AMD Radeon RX9060XT-16G,華擎 RX9060XT Challenger 16GB OC(3290MHz/25cm/雙風扇/註冊四年保),12190,AMD Radeon RX 9060 XT 16 GB,3793,0.3111566858080394
2025-11-18,AMD Radeon RX9060XT-8G,華擎 RX9060XT Steel Legend 8GB OC(3320MHz/30cm/三風扇/註冊五年保),11990,AMD Radeon RX 9060 XT,3719,0.3101751459549625
2025-11-18,AMD Radeon RX9060XT-8G,華碩 PRIME-RX9060XT-O8G(3330MHz/31cm/三風扇/註冊五年保)金屬背板,11990,AMD Radeon RX 9060 XT,3719,0.3101751459549625
2025-11-18,AMD Radeon RX9060XT-16G,華碩 DUAL-RX9060XT-16G(3250MHz/21cm/雙風扇/註冊四年保),12490,AMD Radeon RX 9060 XT 16 GB,3793,0.30368294635708565
2025-11-18,AMD Radeon RX9060XT-16G,ACER Nitro RX9060XT OC 16GB(3320MHz/27cm/雙風扇/三年保固),12490,AMD Radeon RX 9060 XT 16 GB,3793,0.30368294635708565
2025-11-18,AMD Radeon RX9060XT-16G,技嘉 RX9060XT GAMING 16G(3230MHz/28cm/三風扇/註冊五年保),12490,AMD Radeon RX 9060 XT 16 GB,3793,0.30368294635708565
2025-11-18,AMD Radeon RX9060XT-16G,藍寶石 脈動 PULSE RX9060XT GAMING OC 16GB(3290MHz/25cm/雙風扇/三年保固)金屬背板,12490,AMD Radeon RX 9060 XT 16 GB,3793,0.30368294635708565
2025-11-18,AMD Radeon RX9060XT-16G,撼訊 RX9060XT 16G-A 遊蕩者Reaper(3230MHz/22cm/雙風扇/三年保固)*MIT台灣製,12490,AMD Radeon RX 9060 XT 16 GB,3793,0.30368294635708565
2025-11-18,AMD Radeon RX9070GRE-12G,撼訊 RX9070GRE 12G-L/OC Hellhound 暗黑犬(2860MHz/33cm/三風扇/註冊四年保),16990,AMD Radeon RX 9070 GRE,5141,0.3025897586815774
2025-11-18,AMD Radeon RX9070GRE-12G,華擎 RX9070GRE Steel Legend Dark 12GB OC(2920MHz/30cm/三風扇/註冊五年保),16990,AMD Radeon RX 9070 GRE,5141,0.3025897586815774
2025-11-18,AMD Radeon RX9070GRE-12G,藍寶石 脈動 PULSE RX9070GRE GAMING 12GB(2790MHz/28cm/雙風扇/三年保固)金屬背板,16990,AMD Radeon RX 9070 GRE,5141,0.3025897586815774
2025-11-18,AMD Radeon RX9070XT-16G,華擎 RX9070XT Steel Legend Dark 16GB(2970MHz/30cm/三風扇/註五年保),23990,AMD Radeon RX 9070 XT,7249,0.30216756982075865
2025-11-18,AMD Radeon RX9070XT-16G,華擎 RX9070XT Steel Legend 16GB(2970MHz/30cm/三風扇/註五年保),23990,AMD Radeon RX 9070 XT,7249,0.30216756982075865
2025-11-18,AMD Radeon RX9070XT-16G,技嘉 RX9070XT GAMING OC 16G(3060MHz/29cm/三風扇/五年保),23990,AMD Radeon RX 9070 XT,7249,0.30216756982075865
2025-11-18,AMD Radeon RX9070XT-16G,華碩 PRIME-RX9070XT-O16G(3030MHz/32cm/三風扇/五年保),23990,AMD Radeon RX 9070 XT,7249,0.30216756982075865
2025-11-18,INTEL Arc B580 顯示卡,華擎 ARC B580 Steel Legend 12G OC(2800MHz/30cm/三風扇/註三年),10290,Intel Arc B580,3062,0.29757045675413024
2025-11-18,AMD Radeon RX7650GRE-8G,藍寶石 黑鑽版 RX7650GRE GAMING OC 8GB(2810MHz/30cm/三風扇/三年保)雙11優惠,7777,AMD Radeon RX 7650 GRE,2314,0.29754404011829755
2025-11-18,AMD Radeon RX9070XT-16G,ACER Predator BiFrost RX9070XT 16G OC White(3100MHz/30cm/三風扇/三年保),24490,AMD Radeon RX 9070 XT,7249,0.2959983666802777
2025-11-18,AMD Radeon RX9070XT-16G,技嘉 RX9070XT GAMING OC ICE 16G(3060MHz/29cm/三風扇/五年保/白),24590,AMD Radeon RX 9070 XT,7249,0.29479463196421307
2025-11-18,NVIDIA RTX5070-12GB(GDDR7),ZOTAC RTX5070 SOLID OC(2542MHz/31cm/三風扇/註五年)*雙11優惠到 11/30 !!,17990,NVIDIA GeForce RTX 5070,5256,0.29216231239577545
2025-11-18,AMD Radeon RX9060XT-16G,ACER Nitro RX9060XT 16G OC White(3320MHz/27cm/雙風扇/三年保固/白),12990,AMD Radeon RX 9060 XT 16 GB,3793,0.2919938414164742
2025-11-18,AMD Radeon RX9060XT-16G,藍寶石 極地 PURE RX9060XT GAMING OC 16GB(3290MHz/24cm/雙風扇/三年保/白)金屬背板,12990,AMD Radeon RX 9060 XT 16 GB,3793,0.2919938414164742
2025-11-18,AMD Radeon RX9070XT-16G,撼訊 RX9070XT 16G-L/OC 暗黑犬(3010MHz/34cm/三風扇/註四年)*MIT台灣製,24990,AMD Radeon RX 9070 XT,7249,0.29007603041216484
2025-11-18,AMD Radeon RX7650GRE-8G,藍寶石 白金版 PULSE RX7650GRE GAMING 8GB(2695MHz/24cm/雙風扇/三年保)金屬背板,7990,AMD Radeon RX 7650 GRE,2314,0.2896120150187735
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),INNO3D RTX5060 8GB TWIN X2(2497MHz/25cm/註四年/雙風扇),10888,NVIDIA GeForce RTX 5060,3149,0.2892174871418075
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),技嘉 RTX5060 WINDFORCE 8G(2497MHz/20cm/雙風扇/註冊四年),10890,NVIDIA GeForce RTX 5060,3149,0.2891643709825528
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),ZOTAC RTX5060 Twin Edge OC(2527MHz/22cm/雙風扇/註冊五年)金屬背板,10990,NVIDIA GeForce RTX 5060,3149,0.286533212010919
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),ZOTAC RTX5060 8GB 星辰 OC(2512MHz/24cm/雙風扇/免註冊五年保)*獨家款,10990,NVIDIA GeForce RTX 5060,3149,0.286533212010919
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),ZOTAC RTX5060 SOLO(2497MHz/17cm/單風扇/註冊五年),10990,NVIDIA GeForce RTX 5060,3149,0.286533212010919
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),華碩 DUAL-RTX5060-O8G(2565MHz/23cm/雙風扇/註冊四年)*金屬背板,10990,NVIDIA GeForce RTX 5060,3149,0.286533212010919
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),微星 RTX5060 8G CYCLONE OC 雪螳螂【獨家】(2535MHz/16cm/免註冊五年保),10990,NVIDIA GeForce RTX 5060,3149,0.286533212010919
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),微星 RTX5060 8G VENTUS 2X OC(2535MHz/20cm/雙風扇/註冊四年),10990,NVIDIA GeForce RTX 5060,3149,0.286533212010919
2025-11-18,AMD Radeon RX9070GRE-12G,藍寶石 極地 PURE RX9070GRE GAMING OC 12GB(2920MHz/32cm/三風扇/三年保/白)金屬背板,17990,AMD Radeon RX 9070 GRE,5141,0.2857698721511951
2025-11-18,AMD Radeon RX9070-16G,撼訊 RX9070 16G-L/OC 暗黑犬(2590MHz/34cm/三風扇/註冊四年保)*MIT台灣製,21990,AMD Radeon RX 9070,6282,0.28567530695770804
2025-11-18,AMD Radeon RX9060XT-16G,華擎 RX9060XT Steel Legend 16GB OC(3320MHz/30cm/三風扇/註冊五年保),13290,AMD Radeon RX 9060 XT 16 GB,3793,0.2854025583145222
2025-11-18,AMD Radeon RX9070XT-16G,撼訊 RX9070XT 16G-L/OC/WHITE 暗黑犬(白)(3010MHz/34cm/三風扇)*MIT台灣製-限組裝,25490,AMD Radeon RX 9070 XT,7249,0.28438603373872107
2025-11-18,AMD Radeon RX9070XT-16G,撼訊 RX9070XT 16G-L/OC/REVA 夜嵐紀念版(3010MHz/35cm/三風扇)附夜嵐磁吸背板,25490,AMD Radeon RX 9070 XT,7249,0.28438603373872107
2025-11-18,AMD Radeon RX7650GRE-8G,藍寶石 極地 PURE RX7650GRE GAMING 8GB(2695MHz/24cm/雙風扇/三年保/白)金屬背板,8190,AMD Radeon RX 7650 GRE,2314,0.28253968253968254
2025-11-18,AMD Radeon RX9060XT-16G,華碩 DUAL-RX9060XT-16G-WHITE(3250MHz/21cm/雙風扇/註冊四年保/白),13490,AMD Radeon RX 9060 XT 16 GB,3793,0.28117123795404003
2025-11-18,AMD Radeon RX9060XT-16G,撼訊 RX9060XT 16G-L/OC Hellhound 暗黑犬(3310MHz/33cm/三風扇/註冊四年保固)*MIT台灣製,13490,AMD Radeon RX 9060 XT 16 GB,3793,0.28117123795404003
2025-11-18,NVIDIA RTX3060-12GB,[開學祭]ZOTAC RTX3060 TWIN EDGE 12G(1777MHz/22.5cm/雙風扇/註四年)智能風扇,6990,NVIDIA GeForce RTX 3060,1965,0.2811158798283262
2025-11-18,AMD Radeon RX9060XT-16G,技嘉 RX9060XT GAMING OC 16G(3300MHz/28cm/三風扇/註冊五年保),13590,AMD Radeon RX 9060 XT 16 GB,3793,0.27910228108903606
2025-11-18,AMD Radeon RX9060XT-16G,華碩 PRIME-RX9060XT-O16G(3330MHz/31cm/三風扇/註冊五年保),13590,AMD Radeon RX 9060 XT 16 GB,3793,0.27910228108903606
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),技嘉 RTX5060 WINDFORCE OC 8G(2512MHz/20cm/雙風扇/註冊四年),11290,NVIDIA GeForce RTX 5060,3149,0.2789193976970771
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),技嘉 RTX5060 WINDFORCE MAX OC 8G(2512MHz/20cm/雙風扇/註冊四年),11290,NVIDIA GeForce RTX 5060,3149,0.2789193976970771
2025-11-18,AMD Radeon RX9070XT-16G,技嘉 AORUS RX9070XT ELITE 16G(3100MHz/34cm/三風扇/五年保),25990,AMD Radeon RX 9070 XT,7249,0.2789149672951135
2025-11-18,AMD Radeon RX9070XT-16G,撼訊 RX9070XT 16G-E/OC 紅魔(3060MHz/36cm/三風扇/註五年)*MIT台灣製,25990,AMD Radeon RX 9070 XT,7249,0.2789149672951135
2025-11-18,AMD Radeon RX9070XT-16G,華碩 PRIME-RX9070XT-O16G-WHITE(3030MHz/32cm/三風扇/五年保/白),25990,AMD Radeon RX 9070 XT,7249,0.2789149672951135
2025-11-18,AMD Radeon RX9070XT-16G,藍寶石 極地 PURE RX9070XT GAMING OC 16GB(3010MHz/32cm/三風扇/三年保/白)金屬背板,25990,AMD Radeon RX 9070 XT,7249,0.2789149672951135
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),INNO3D RTX5060 8GB TWIN X2 OC(2527MHz/25cm/註四年/超頻雙風扇),11488,NVIDIA GeForce RTX 5060,3149,0.27411211699164345
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),INNO3D RTX5060 8GB TWIN X2 OC WHITE(2527MHz/25cm/超頻雙風扇/映雪),11488,NVIDIA GeForce RTX 5060,3149,0.27411211699164345
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),ZOTAC RTX5060 Twin Edge OC White Edition(2527MHz/22cm/雙風扇/註冊五年)金屬背板,11490,NVIDIA GeForce RTX 5060,3149,0.2740644038294169
2025-11-18,NVIDIA RTX5050-8GB(GDDR6),INNO3D RTX5050 8GB COMPACT(2572MHz/25cm/單風扇/註冊四年),8488,NVIDIA GeForce RTX 5050,2317,0.2729736098020735
2025-11-18,NVIDIA RTX5050-8GB(GDDR6),INNO3D RTX5050 8GB TWIN X2(2572MHz/22.5cm/雙風扇/註冊四年),8488,NVIDIA GeForce RTX 5050,2317,0.2729736098020735
2025-11-18,AMD Radeon RX9060XT-16G,藍寶石 氮動 NITRO+ RX9060XT GAMING OC 16GB(3320MHz/30cm/三風扇/三年保)金屬背板,13990,AMD Radeon RX 9060 XT 16 GB,3793,0.2711222301644031
2025-11-18,NVIDIA RTX5050-8GB(GDDR6),華碩 DUAL-RTX5050-O8G(2677MHz/21cm/雙風扇/註冊四年) 2-slot 設計,8590,NVIDIA GeForce RTX 5050,2317,0.269732246798603
2025-11-18,NVIDIA RTX5050-8GB(GDDR6),ZOTAC RTX5050 Twin Edge OC(2602MHz/22cm/雙風扇/註冊五年),8590,NVIDIA GeForce RTX 5050,2317,0.269732246798603
2025-11-18,NVIDIA RTX5050-8GB(GDDR6),ZOTAC RTX5050 SOLO(2572MHz/17cm/單風扇/註冊五年),8590,NVIDIA GeForce RTX 5050,2317,0.269732246798603
2025-11-18,NVIDIA RTX5050-8GB(GDDR6),微星 RTX5050 8G SHADOW 2X OC(2617MHz/20cm/雙風扇/註冊四年保),8590,NVIDIA GeForce RTX 5050,2317,0.269732246798603
2025-11-18,NVIDIA RTX5050-8GB(GDDR6),技嘉 RTX5050 WINDFORCE OC 8G(2587MHz/20cm/雙風扇/註冊四年保),8590,NVIDIA GeForce RTX 5050,2317,0.269732246798603
2025-11-18,AMD Radeon RX9060XT-16G,技嘉 RX9060XT GAMING OC ICE 16G(3320MHz/28cm/三風扇/註冊五年保/白),14090,AMD Radeon RX 9060 XT 16 GB,3793,0.26919801277501776
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),技嘉 RTX5060 EAGLE OC 8G(2550MHz/21cm/雙風扇/註冊五年),11890,NVIDIA GeForce RTX 5060,3149,0.2648444070647603
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),技嘉 RTX5060 EAGLE MAX OC 8G(2550MHZ/28cm/三風扇/註五年)Hawk 風扇,11890,NVIDIA GeForce RTX 5060,3149,0.2648444070647603
2025-11-18,NVIDIA RTX5070-12GB(GDDR7),INNO3D RTX5070 TWIN X2(2512MHz/25cm/雙風扇/註四年),19888,NVIDIA GeForce RTX 5070,5256,0.26427996781979085
2025-11-18,AMD Radeon RX9070XT-16G,華擎 RX9070XT Taichi 16GB OC(3100MHz/33cm/三風扇/註五年),27490,AMD Radeon RX 9070 XT,7249,0.2636958894143325
2025-11-18,AMD Radeon RX9070XT-16G,藍寶石 氮動 NITRO+ RX9070XT GAMING OC 16GB(3060MHz/33cm/三風扇)*隱藏電源線設計,27490,AMD Radeon RX 9070 XT,7249,0.2636958894143325
2025-11-18,NVIDIA RTX5070-12GB(GDDR7),華碩 DUAL-RTX5070-O12G(2572MHz/25cm/雙風扇/註四年),19990,NVIDIA GeForce RTX 5070,5256,0.2629314657328664
2025-11-18,NVIDIA RTX5070-12GB(GDDR7),技嘉 RTX5070 WINDFORCE SFF 12G(2512MHz/29cm/註冊四年保),19990,NVIDIA GeForce RTX 5070,5256,0.2629314657328664
2025-11-18,NVIDIA RTX5070-12GB(GDDR7),微星 RTX5070 12G SHADOW 2X OC(2557MHz/24cm/雙風扇/註四年),19990,NVIDIA GeForce RTX 5070,5256,0.2629314657328664
2025-11-18,NVIDIA RTX5070-12GB(GDDR7),ZOTAC RTX5070 Twin Edge(2512MHz/24cm/雙風扇/註五年),19990,NVIDIA GeForce RTX 5070,5256,0.2629314657328664
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),ZOTAC RTX5060 AMP(2550MHz/22cm/雙風扇/註冊五年),11990,NVIDIA GeForce RTX 5060,3149,0.2626355296080067
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),ZOTAC RTX5060 Low Profile(2497MHz/18.3cm/三風扇/短卡設計/註冊五年),11990,NVIDIA GeForce RTX 5060,3149,0.2626355296080067
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),華碩 PRIME-RTX5060-O8G(2595MHz/27cm/三風扇/註冊五年)*金屬背板,11990,NVIDIA GeForce RTX 5060,3149,0.2626355296080067
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),ZOTAC RTX5060 8GB XGAMING OC(雙風扇/註五年)缺！升級RTX5060Ti 8GB Twin Edge OC,11990,NVIDIA GeForce RTX 5060,3149,0.2626355296080067
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),技嘉 RTX5060 OC Low Profile 8G(2512MHz/19cm/三風扇/註冊四年),11990,NVIDIA GeForce RTX 5060,3149,0.2626355296080067
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),華碩 ATS-RTX5060-O8G 巨齒鯊(2595MHz/27cm/三風扇/免註冊五年保)獨家*金屬背板,11990,NVIDIA GeForce RTX 5060,3149,0.2626355296080067
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),華碩 RTX5060-O8G-LP-BRK(2580MHz/18cm/三風扇/註冊四年)短卡設計,11990,NVIDIA GeForce RTX 5060,3149,0.2626355296080067
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),華碩 DUAL-RTX5060-O8G-WHITE(2565MHz/23cm/雙風扇/註冊四年/白)*金屬背板,11990,NVIDIA GeForce RTX 5060,3149,0.2626355296080067
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),微星 RTX5060 8G VENTUS 2X OC WHITE 純白(2535MHz/20cm/雙風扇/註冊四年),11990,NVIDIA GeForce RTX 5060,3149,0.2626355296080067
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),微星 RTX5060 8G VENTUS 3X OC(2550MHz/31cm/三風扇/註冊五年),11990,NVIDIA GeForce RTX 5060,3149,0.2626355296080067
2025-11-18,AMD Radeon RX9060XT-16G,撼訊 RX9060XT 16G-L/OC/WHITE Hellhound 暗黑犬(白)(3310MHz/33cm/三風扇)*MIT台灣製,14490,AMD Radeon RX 9060 XT 16 GB,3793,0.26176673567977915
2025-11-18,AMD Radeon RX9060XT-16G,華碩 TUF-RX9060XT-O16G-GAMING(3340MHz/31cm/三風扇/註冊五年保),14590,AMD Radeon RX 9060 XT 16 GB,3793,0.25997258396161754
2025-11-18,NVIDIA RTX5050-8GB(GDDR6),ZOTAC RTX5050 Twin Edge OC White Edition(2602MHz/22cm/雙風扇/註冊五年/白),8990,NVIDIA GeForce RTX 5050,2317,0.2577308120133482
2025-11-18,NVIDIA RTX5050-8GB(GDDR6),微星 RTX5050 8G VENTUS 2X OC(2617MHz/20cm/雙風扇/註冊四年保),8990,NVIDIA GeForce RTX 5050,2317,0.2577308120133482
2025-11-18,NVIDIA RTX5050-8GB(GDDR6),技嘉 RTX5050 OC Low Profile 8G(2632MHz/18cm/三風扇/註冊四年保),8990,NVIDIA GeForce RTX 5050,2317,0.2577308120133482
2025-11-18,NVIDIA RTX5070-12GB(GDDR7),微星 RTX5070 12G VENTUS 2X OC(2557MHz/24cm/雙風扇/註四年),20500,NVIDIA GeForce RTX 5070,5256,0.25639024390243903
2025-11-18,NVIDIA RTX5060-8GB(GDDR7),技嘉 RTX5060 EAGLE OC ICE 8G 白(2550MHz/21cm/雙風扇/註五年/銀白),12290,NVIDIA GeForce RTX 5060,3149,0.2562245728234337
2025-11-18,NVIDIA RTX5070Ti-16GB(GDDR7),INNO3D RTX5070TI X3(2452MHz/30cm/註冊四年/三風扇/Dual Slot/註冊四年),26888,NVIDIA GeForce RTX 5070 Ti,6821,0.25368193989883964
2025-11-18,NVIDIA RTX5070Ti-16GB(GDDR7),微星 RTX5070Ti 16G SHADOW 3X OC(2497MHz/31cm/三風扇/註四年),26990,NVIDIA GeForce RTX 5070 Ti,6821,0.25272323082623194
2025-11-18,NVIDIA RTX5070Ti-16GB(GDDR7),華碩 PRIME-RTX5070TI-16G(2482MHz/31cm/三風扇/註五年),26990,NVIDIA GeForce RTX 5070 Ti,6821,0.25272323082623194
2025-11-18,NVIDIA RTX5070Ti-16GB(GDDR7),技嘉 RTX5070Ti WINDFORCE SFF 16G(2452MHz/31cm/三風扇/註四年),26990,NVIDIA GeForce RTX 5070 Ti,6821,0.25272323082623194
2025-11-18,NVIDIA RTX5070Ti-16GB(GDDR7),[無痛升OC] ZOTAC RTX5070Ti SOLID CORE(三風扇/五年)缺！升SOLID SFF OC版,26990,NVIDIA GeForce RTX 5070 Ti,6821,0.25272323082623194
2025-11-18,NVIDIA RTX5070-12GB(GDDR7),INNO3D RTX5070 TWIN X2 OC WHITE(2542MHz/25cm/超頻雙風/白註四年),20888,NVIDIA GeForce RTX 5070,5256,0.2516277288395251
2025-11-18,NVIDIA RTX5070-12GB(GDDR7),INNO3D RTX5070 TWIN X2 OC(2542MHz/25cm/超頻雙風扇註四年),20888,NVIDIA GeForce RTX 5070,5256,0.2516277288395251
